objectid,parentid,title,architect,building_type,architecture_firm,building_materials,date,date_began,date_completed,date_alteration,date_restoration,date_demolished,description,subject,address,street_name,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,object_thumb,object_location,reference_url
"in071","","Grain Elevator No. 3","","grain elevator","John Metcalf Co. Ltd. (Engineers)","steel; timber; concrete","1924","1923","1924","","","","","","3800 rue Notre-Dame est","","45.54473925","-73.53460287","","IN071","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg",https://sgolds15.github.io/industrial/items/in071.html
"in071_01","in071","View, looking east, of storage addition (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg","https://digital.library.mcgill.ca/industrial/images/ge3a.jpg",https://sgolds15.github.io/industrial/items/in071.html#in071_01
"in071_02","in071","Detail of shipping galleries (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge3b.jpg","https://digital.library.mcgill.ca/industrial/images/ge3b.jpg","https://digital.library.mcgill.ca/industrial/images/ge3b.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge3b.jpg","https://digital.library.mcgill.ca/industrial/images/ge3b.jpg",https://sgolds15.github.io/industrial/items/in071.html#in071_02
"in071_03","in071","View, looking south-east, of elevator no. 3 storage annex; conveyor is visible in the lower left (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge3c.jpg","https://digital.library.mcgill.ca/industrial/images/ge3c.jpg","https://digital.library.mcgill.ca/industrial/images/ge3c.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge3c.jpg","https://digital.library.mcgill.ca/industrial/images/ge3c.jpg",https://sgolds15.github.io/industrial/items/in071.html#in071_03
"in071_04","in071","View, looking east, of east wing of grain elevator no. 3 (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge3d.jpg","https://digital.library.mcgill.ca/industrial/images/ge3d.jpg","https://digital.library.mcgill.ca/industrial/images/ge3d.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge3d.jpg","https://digital.library.mcgill.ca/industrial/images/ge3d.jpg",https://sgolds15.github.io/industrial/items/in071.html#in071_04
"in071_05","in071","Looking east at east and west wings (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge3e.jpg","https://digital.library.mcgill.ca/industrial/images/ge3e.jpg","https://digital.library.mcgill.ca/industrial/images/ge3e.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge3e.jpg","https://digital.library.mcgill.ca/industrial/images/ge3e.jpg",https://sgolds15.github.io/industrial/items/in071.html#in071_05
"in072","","Grain Elevator No. 5","","grain elevator","John Metcalf Co. Ltd. (Engineers)","steel","1958","1906","1958","1913; 1924; 1958","","","","","Port de Montreal, face au bassin Windmill Pt.","","45.49594951","-73.55070905","","IN072","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","https://digital.library.mcgill.ca/industrial/images/ge5.jpg",https://sgolds15.github.io/industrial/items/in072.html
"in072_01","in072","View looking north-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge5.jpg","https://digital.library.mcgill.ca/industrial/images/ge5.jpg",https://sgolds15.github.io/industrial/items/in072.html#in072_01
"in072_02","in072","Detail of storage addition (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge5a.jpg","https://digital.library.mcgill.ca/industrial/images/ge5a.jpg","https://digital.library.mcgill.ca/industrial/images/ge5a.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge5a.jpg","https://digital.library.mcgill.ca/industrial/images/ge5a.jpg",https://sgolds15.github.io/industrial/items/in072.html#in072_02
"in072_03","in072","Working house and gallery to storage addition (c. 1965); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge5b.jpg","https://digital.library.mcgill.ca/industrial/images/ge5b.jpg","https://digital.library.mcgill.ca/industrial/images/ge5b.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge5b.jpg","https://digital.library.mcgill.ca/industrial/images/ge5b.jpg",https://sgolds15.github.io/industrial/items/in072.html#in072_03
"in072_04","in072","View, looking north-west, of elevator and travelling marine towers (r); from Sam Stein, Montreal Harbour Grain Elevators. Montreal: McGill University. School of Architecture, 1965. Unpublished Student Paper.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/ge5c.jpg","https://digital.library.mcgill.ca/industrial/images/ge5c.jpg","https://digital.library.mcgill.ca/industrial/images/ge5c.jpg","","","https://digital.library.mcgill.ca/industrial/images/ge5c.jpg","https://digital.library.mcgill.ca/industrial/images/ge5c.jpg",https://sgolds15.github.io/industrial/items/in072.html#in072_04
"in073","","Canadian Rubber Co. of Montreal","","factory","","brick","1854","1854","","","","","","","1840 rue Notre-Dame est","","45.52056041","-73.54677741","","IN073","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg",https://sgolds15.github.io/industrial/items/in073.html
"in073_01","in073","View of the renovated façade, looking south-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber01.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_01
"in073_02","in073","View, looking east, along avenue Papineau (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber02.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_02
"in073_03","in073","Illustration, looking east (ca. 1903), of factory complex; from Ernest Chambers, The Book of Montreal: a Souvenir of Canada&#39;s Commercial Metropolis (Montreal: Book of Montreal, 1903), 181.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber03.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_03
"in073_04","in073","Illustration of offices and warehouse (ca. 1903) on north side of Notre-Dame, looking west; from Ernest Chambers, The Book of Montreal: a Souvenir of Canada&#39;s Commercial Metropolis (Montreal: Book of Montreal, 1903), 181.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber04.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_04
"in073_05","in073","Illustration from 1906 of factory complex with offices and warehouse visible in behind; from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 152.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber05.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_05
"in073_06","in073","Advertisement from 1907; from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 153.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber06.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_06
"in073_07","in073","Detail of company logo (1907); from Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 153.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg","","","https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg","https://digital.library.mcgill.ca/industrial/images/canrubber06a.jpg",https://sgolds15.github.io/industrial/items/in073.html#in073_07
"in074","","Ste-Anne Spinning Wool","","textile mill","","","1882","1882","","1905, 1912, 1949","","?","","","2554-2618 rue Notre-Dame est","","45.53035084","-73.54363437","","IN074","Image;StillImage","image/jpeg","eng","","","record","","","","","","","",https://sgolds15.github.io/industrial/items/in074.html
"in075","","St. Lawrence Sugar Refining Co. Ltd.","","refinery","","","1887","","1887","","","","","","3967/4026 rue Notre-Dame est","","45.54758048","-73.53319355","","IN075","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg",https://sgolds15.github.io/industrial/items/in075.html
"in075_01","in075","View, looking south-east (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar01.jpg",https://sgolds15.github.io/industrial/items/in075.html#in075_01
"in075_02","in075","View of offices and refinery (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar02.jpg",https://sgolds15.github.io/industrial/items/in075.html#in075_02
"in075_03","in075","Looking south-east from the intersection of boul. Pie IX and rue Notre-Dame (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar03.jpg",https://sgolds15.github.io/industrial/items/in075.html#in075_03
"in075_04","in075","View, looking north-east, showing old and newer portions of the complex (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar04.jpg",https://sgolds15.github.io/industrial/items/in075.html#in075_04
"in075_05","in075","Illustration of ffrom 1932; Montreal: The Commercial Metropolis of Canada and the History of the Gazette 1778-1907 (Montreal: Gazette Printing, 1907), 214.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar05.jpg",https://sgolds15.github.io/industrial/items/in075.html#in075_05
"in075_06","in075","Illustration of refinery from 1903; from Ernest Chambers, The Book of Montreal: a Souvenir of Canada&#39;s Commercial Metropolis (Montreal: Book of Montreal, 1903), 125.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg","","","https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg","https://digital.library.mcgill.ca/industrial/images/slsugar06.jpg",https://sgolds15.github.io/industrial/items/in075.html#in075_06
"in076","","Kruger","","industrial complex","","","1905","","1905","","","","","","5845 place Turcot","","45.4621773","-73.6079524","","IN076","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","","","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg",https://sgolds15.github.io/industrial/items/in076.html
"in076_01","in076","View, looking north (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","","","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg","https://digital.library.mcgill.ca/industrial/images/kruger01.jpg",https://sgolds15.github.io/industrial/items/in076.html#in076_01
"in076_02","in076","Reproduction of original 1942 Canadian Car &amp; Foundry site plan; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found.jpg",https://sgolds15.github.io/industrial/items/in076.html#in076_02
"in076_03","in076","Reproduction of original 1905 Canada Car Co. Ltd. blueprint showing elevation (looking south) of power house; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found2.jpg",https://sgolds15.github.io/industrial/items/in076.html#in076_03
"in076_04","in076","Reproduction of original 1905 Canada Car Co. Ltd. blueprint showing side elevation (looking east) of power house; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found3.jpg",https://sgolds15.github.io/industrial/items/in076.html#in076_04
"in077","","Les Industries Montex Ltee.","","","","","1944","","c.1944","","","","","","5820 place Turcot","","45.46142522","-73.60741078","","IN077","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","","","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","https://digital.library.mcgill.ca/industrial/images/montex01.jpg",https://sgolds15.github.io/industrial/items/in077.html
"in077_01","in077","","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","","","https://digital.library.mcgill.ca/industrial/images/montex01.jpg","https://digital.library.mcgill.ca/industrial/images/montex01.jpg",https://sgolds15.github.io/industrial/items/in077.html#in077_01
"in077_02","in077","","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/montex02.jpg","https://digital.library.mcgill.ca/industrial/images/montex02.jpg","https://digital.library.mcgill.ca/industrial/images/montex02.jpg","","","https://digital.library.mcgill.ca/industrial/images/montex02.jpg","https://digital.library.mcgill.ca/industrial/images/montex02.jpg",https://sgolds15.github.io/industrial/items/in077.html#in077_02
"in078","","(unknown)","","pattern shop","","","1928","","c.1928","1959 (outdoor staircase)","","","","","5790 place Turcot","","45.4619535","-73.60489593","","IN078","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/in078.jpg","https://digital.library.mcgill.ca/industrial/images/in078.jpg","https://digital.library.mcgill.ca/industrial/images/in078.jpg","","","https://digital.library.mcgill.ca/industrial/images/in078.jpg","https://digital.library.mcgill.ca/industrial/images/in078.jpg",https://sgolds15.github.io/industrial/items/in078.html
"in078_01","in078","","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in078.jpg","https://digital.library.mcgill.ca/industrial/images/in078.jpg","https://digital.library.mcgill.ca/industrial/images/in078.jpg","","","https://digital.library.mcgill.ca/industrial/images/in078.jpg","https://digital.library.mcgill.ca/industrial/images/in078.jpg",https://sgolds15.github.io/industrial/items/in078.html#in078_01
"in078_02","in078","Reproduction of original 1942 Canadian Car &amp; Foundry site plan; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found.jpg",https://sgolds15.github.io/industrial/items/in078.html#in078_02
"in078_03","in078","Reproduction of original 1905 Canada Car Co. Ltd. blueprint showing elevation (looking south) of power house; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found2.jpg",https://sgolds15.github.io/industrial/items/in078.html#in078_03
"in078_04","in078","Reproduction of original 1905 Canada Car Co. Ltd. blueprint showing side elevation (looking east) of power house; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found3.jpg",https://sgolds15.github.io/industrial/items/in078.html#in078_04
"in079","","Bédarco McGruer Inc.","","metalworking plant","","","1905","","c.1905, 1944","","","","","","5735-5785 place Turcot","","45.462613","-73.603889","","IN079","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","","","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg",https://sgolds15.github.io/industrial/items/in079.html
"in079_01","in079","View, looking west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","","","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco01.jpg",https://sgolds15.github.io/industrial/items/in079.html#in079_01
"in079_02","in079","View, looking south-west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg","","","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg",https://sgolds15.github.io/industrial/items/in079.html#in079_02
"in079_03","in079","Looking north-west (1999)","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/bedarco03.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco03.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg","","","https://digital.library.mcgill.ca/industrial/images/bedarco02.jpg","https://digital.library.mcgill.ca/industrial/images/bedarco03.jpg",https://sgolds15.github.io/industrial/items/in079.html#in079_03
"in080","","Enerquin Air","","office building","","","1905","","c.1905","","","","","","5730 place Turcot","","45.4644823","-73.6017024","","IN080","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/in080.jpg","https://digital.library.mcgill.ca/industrial/images/in080.jpg","https://digital.library.mcgill.ca/industrial/images/in080.jpg","","","https://digital.library.mcgill.ca/industrial/images/in080.jpg","https://digital.library.mcgill.ca/industrial/images/in080.jpg",https://sgolds15.github.io/industrial/items/in080.html
"in080_01","in080","","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/in080.jpg","https://digital.library.mcgill.ca/industrial/images/in080.jpg","https://digital.library.mcgill.ca/industrial/images/in080.jpg","","","https://digital.library.mcgill.ca/industrial/images/in080.jpg","https://digital.library.mcgill.ca/industrial/images/in080.jpg",https://sgolds15.github.io/industrial/items/in080.html#in080_01
"in080_02","in080","Reproduction of original 1942 Canadian Car &amp; Foundry site plan; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found.jpg",https://sgolds15.github.io/industrial/items/in080.html#in080_02
"in080_03","in080","Reproduction of original 1905 Canada Car Co. Ltd. blueprint showing elevation (looking south) of power house; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found2.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found2.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found2.jpg",https://sgolds15.github.io/industrial/items/in080.html#in080_03
"in080_04","in080","Reproduction of original 1905 Canada Car Co. Ltd. blueprint showing side elevation (looking east) of power house; courtesy of Kruger Inc.","","","","","","","","","","","","","","","","","","","","","","","","image","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&amp;found3.jpg","","","https://digital.library.mcgill.ca/industrial/images/cancar&found3.jpg","https://digital.library.mcgill.ca/industrial/images/cancar&found3.jpg",https://sgolds15.github.io/industrial/items/in080.html#in080_04
"in081","","Sidbec Dosco","","industrial complex","","brick; concrete foundation","1950","","1910-1950","","","","","","5870 rue St-Patrick","","45.46093362","-73.60249476","","IN081","Image;StillImage","image/jpeg","eng","In Copyright. For more information, please contact McGill Libraries Rare Books and Special Collections at x@mcgill.ca","https://rightsstatements.org/page/InC/1.0/?language=en","multiple","https://digital.library.mcgill.ca/industrial/images/sidbecdosco02.jpg","https://digital.library.mcgill.ca/industrial/images/sidbecdosco02.jpg","https://digital.library.mcgill.ca/industrial/images/sidbecdosco02.jpg","","","https://digital.library.mcgill.ca/industrial/images/sidbecdosco02.jpg","https://digital.library.mcgill.ca/industrial/images/sidbecdosco02.jpg",https://sgolds15.github.io/industrial/items/in081.html
